State,District,City,Latitude,Longitude,Population,Area (in km^2),Pop_Density_per_sqkm,Trip Focus,PT_route_km_est,Coverage_km_per_km2,Accessibility_500m_pct,Avg_Trip_km_est,Fare_per_km_INR,Pct_Income_Spent_on_PT_monthly,Ridership_bus_per_day,Ridership_metro_per_day,Ridership_ipt_per_day,Frequency_score,Affordability_score,Integration_score,Reliability_score,NMT_score,City_Score,Recommended_PT_System,Recommended_PT_Reason
Gujarat,Junagadh,Junagadh,21.52,70.46,319462,680,469.8,Short Trips (IPT/Bus Focus),312.258,0.4592,9.72,5.63,2.36,6.073,119990,6070,172254,100,88.2,19.6,0,100,80.19,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 319,462, density 469.8, NA% short trips, and NA% medium trips."
Gujarat,Junagadh,Veraval,20.92,70.37,171121,0,0,Short Trips (IPT/Bus Focus),5.823,0,11.5,5.97,2.21,6.14,73616,3388,79674,76.2,89,22.7,23.8,100,58.24,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 171,121, density 0.0, NA% short trips, and NA% medium trips."
Gujarat,Amreli,Amreli,21.6,71.22,117967,833,141.62,Short Trips (IPT/Bus Focus),295.276,0.3545,9.22,6.66,1.98,6.137,39802,2218,64552,45.9,90.1,18,54.1,100,74.9,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 117,967, density 141.62, NA% short trips, and NA% medium trips."
Gujarat,Bhavnagar,Botad,22.17,71.67,130327,794,164.14,Short Trips (IPT/Bus Focus),453.646,0.5713,9.74,6.28,2.07,6.51,63834,4275,54320,58,89.6,23.9,42,100,76.63,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 130,327, density 164.14, NA% short trips, and NA% medium trips."
Gujarat,Bhavnagar,Bhavnagar,21.77,72.15,605882,2293,264.23,Long Trips (Metro/BRT Focus),1672.182,0.7293,25.04,7.05,1.89,5.962,410667,11148,232659,83.8,90.6,39.9,16.2,100,80.96,Bus System + IPT (dedicated lanes on major corridors),"Based on population 605,882, density 264.23, NA% short trips, and NA% medium trips."
Gujarat,Anand ,Anand,22.55,72.95,209410,0,0,Short Trips (IPT/Bus Focus),5.221,0,9.56,6.29,2.07,6.441,74341,8167,93983,92.9,89.6,19.5,7.1,100,59.68,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 209,410, density 0.0, NA% short trips, and NA% medium trips."
Gujarat,Kheda,Nadiad,22.7,72.87,225071,404,557.11,Short Trips (IPT/Bus Focus),214.324,0.5305,7.78,5.72,2.24,6.966,87147,4817,119468,91.7,88.8,18.8,8.3,100,79.37,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 225,071, density 557.11, NA% short trips, and NA% medium trips."
Gujarat,Panch Mahals,Godhra,22.77,73.62,143644,765,187.77,Short Trips (IPT/Bus Focus),291.991,0.3817,9.06,5.72,2.34,5.998,56682,2643,69811,66.7,88.3,19.8,33.3,100,76.9,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 143,644, density 187.77, NA% short trips, and NA% medium trips."
Gujarat,Dohad ,Dohad,22.83,74.25,118846,14,8489,Short Trips (IPT/Bus Focus),3.269,0.2335,9.99,5.93,2.18,6.566,57593,2234,53267,76.8,89.1,23.4,23.2,100,78.38,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 118,846, density 8489.0, NA% short trips, and NA% medium trips."
Gujarat,Vadodara,Vadodara,22.31,73.19,1752371,671,2611.58,Long Trips (Metro/BRT Focus),413.158,0.6157,33.39,7.79,1.81,5.217,1325844,39253,455616,70.5,91,48.2,29.5,100,80.52,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,752,371, density 2611.58, NA% short trips, and NA% medium trips."
Gujarat,Bharuch,Bharuch,21.71,73,169007,634,266.57,Short Trips (IPT/Bus Focus),264.63,0.4174,8.5,6.3,2.05,6.709,60572,8924,84977,86.5,89.8,19.4,13.5,100,79.06,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 169,007, density 266.57, NA% short trips, and NA% medium trips."
Gujarat,Navsari ,Navsari,20.95,72.93,171109,0,0,Short Trips (IPT/Bus Focus),5.499,0,10.24,6.39,2.05,6.241,57287,3456,87197,81.8,89.8,18.7,18.2,100,58.52,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 171,109, density 0.0, NA% short trips, and NA% medium trips."
Gujarat,Valsad,Valsad,20.6,72.92,139764,524,266.73,Short Trips (IPT/Bus Focus),212.124,0.4048,10.32,7.39,1.73,6.864,51265,2767,67031,71.5,91.4,19.8,28.5,100,77.84,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 139,764, density 266.73, NA% short trips, and NA% medium trips."
Gujarat,Valsad,Vapi,20.37,72.92,163630,0,0,Short Trips (IPT/Bus Focus),4.53,0,12,5.7,2.23,7.045,63227,3371,84531,56.6,88.8,21.6,43.4,100,56.14,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 163,630, density 0.0, NA% short trips, and NA% medium trips."
Gujarat,Surat,Surat,21.17,72.83,4467797,326.515,13683.28,Long Trips (Metro/BRT Focus),324.067,0.9925,34.35,7.89,2.05,3.935,3376761,1581600,562049,100,89.8,59.9,0,100,84.46,Metro/LRT + BRT + Bus + IPT,"Based on population 4,467,797, density 13683.28, NA% short trips, and NA% medium trips."
Maharashtra,Nandurbar,Nandurbar,21.37,74.25,111037,1054,105.35,Short Trips (IPT/Bus Focus),512.096,0.4859,9.79,6.95,1.88,6.363,41550,2176,55963,45.3,90.6,19.7,54.7,100,75.09,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 111,037, density 105.35, NA% short trips, and NA% medium trips."
Maharashtra,Dhule,Dhule,20.9,74.77,375559,1972,190.45,Short Trips (IPT/Bus Focus),1069.296,0.5422,11.06,6.68,1.92,6.815,180343,7661,185601,100,90.4,24.1,0,100,80.97,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 375,559, density 190.45, NA% short trips, and NA% medium trips."
Maharashtra,Jalgaon,Bhusawal,21.05,75.8,187421,453,413.73,Short Trips (IPT/Bus Focus),234.223,0.517,7.51,5.64,2.27,6.783,78492,4011,82690,100,88.6,19.7,0,100,80.26,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 187,421, density 413.73, NA% short trips, and NA% medium trips."
Maharashtra,Jalgaon,Jalgaon,21,75.56,460228,822,559.89,Short Trips (IPT/Bus Focus),407.526,0.4958,10.4,7.2,1.82,6.373,174703,8928,240883,100,90.9,20.2,0,100,80.65,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 460,228, density 559.89, NA% short trips, and NA% medium trips."
Maharashtra,Akola,Akola,20.71,77,425817,1141,373.2,Short Trips (IPT/Bus Focus),406.144,0.356,8.98,7.21,1.73,7.564,170582,8431,200560,100,91.4,20,0,100,80.71,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 425,817, density 373.2, NA% short trips, and NA% medium trips."
Maharashtra,Amravati,Achalpur,21.25,77.5,112311,667,168.38,Short Trips (IPT/Bus Focus),270.207,0.4051,9.52,5.68,2.2,7.52,48698,2359,50405,51.3,89,21.5,48.7,100,75.63,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 112,311, density 168.38, NA% short trips, and NA% medium trips."
Maharashtra,Amravati,Amravati,20.94,77.78,647057,904,715.77,Short Trips (IPT/Bus Focus),488.47,0.5403,22.84,7.58,1.77,5.866,442458,37788,243552,100,91.2,40,0,100,82.68,Bus System + IPT (dedicated lanes on major corridors),"Based on population 647,057, density 715.77, NA% short trips, and NA% medium trips."
Maharashtra,Wardha,Wardha,20.73,78.6,106444,775,137.35,Short Trips (IPT/Bus Focus),334.245,0.4313,11.1,5.47,2.36,6.619,40704,2108,55010,36.5,88.2,20.8,63.5,100,73.96,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 106,444, density 137.35, NA% short trips, and NA% medium trips."
Maharashtra,Wardha,Hinganghat,20.55,78.84,101805,911,111.75,Short Trips (IPT/Bus Focus),453.316,0.4976,10.4,5.41,2.42,6.314,35754,2077,47930,52.3,87.9,19.3,47.7,100,75.34,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 101,805, density 111.75, NA% short trips, and NA% medium trips."
Maharashtra,Nagpur,Nagpur,21.15,79.08,2405665,227.36,10580.86,Long Trips (Metro/BRT Focus),192.817,0.8481,23.26,7.95,1.92,4.333,1641626,319953,586501,84,90.4,42.7,16,100,81.23,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors),"Based on population 2,405,665, density 10580.86, NA% short trips, and NA% medium trips."
Maharashtra,Gondiya,Gondiya,21.45,80.18,132813,663,200.32,Short Trips (IPT/Bus Focus),445.02,0.6712,8.46,6.8,1.96,6.029,47786,2736,70364,48.6,90.2,18.3,51.4,100,75.22,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 132,813, density 200.32, NA% short trips, and NA% medium trips."
Maharashtra,Chandrapur,Chandrapur,19.97,79.3,320379,1180,271.51,Short Trips (IPT/Bus Focus),729.923,0.6186,9.84,5.61,2.3,6.576,116490,6279,140903,100,88.5,19.3,0,100,80.21,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 320,379, density 271.51, NA% short trips, and NA% medium trips."
Maharashtra,Yavatmal,Yavatmal,20.39,78.12,116551,1118,104.25,Short Trips (IPT/Bus Focus),502.808,0.4497,9.36,5.87,2.21,6.515,54173,2261,56201,56,89,22.4,44,100,76.19,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 116,551, density 104.25, NA% short trips, and NA% medium trips."
Maharashtra,Nanded,Nanded Waghala,0,0,550439,0,0,Short Trips (IPT/Bus Focus),8.819,0,26.68,6.91,1.92,6.048,377601,10679,199039,83.6,90.4,41.3,16.4,90.7,60.12,Bus System + IPT (dedicated lanes on major corridors),"Based on population 550,439, density 0.0, NA% short trips, and NA% medium trips."
Maharashtra,Parbhani,Parbhani,19.26,76.77,307170,1131,271.59,Short Trips (IPT/Bus Focus),649.097,0.5739,8.75,6.63,1.96,6.515,116172,6205,161633,100,90.2,19.1,0,100,80.44,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 307,170, density 271.59, NA% short trips, and NA% medium trips."
Maharashtra,Jalna,Jalna,19.85,75.89,285577,1168,244.5,Short Trips (IPT/Bus Focus),386.596,0.331,11.31,5.71,2.26,6.682,103436,5083,139533,95.5,88.7,20.2,4.5,100,79.88,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 285,577, density 244.5, NA% short trips, and NA% medium trips."
Maharashtra,Aurangabad,Aurangabad,19.9,75.35,1175116,1306,899.78,Long Trips (Metro/BRT Focus),592.649,0.4538,38.48,8.44,1.74,4.717,957249,80378,332558,71.3,91.3,55.1,28.7,84.5,79.79,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,175,116, density 899.78, NA% short trips, and NA% medium trips."
Maharashtra,Nashik,Malegaon,20.56,74.53,481228,1818,264.7,Short Trips (IPT/Bus Focus),644.096,0.3543,9.84,6.89,1.84,7.05,194705,9528,223482,100,90.8,20.7,0,100,80.69,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 481,228, density 264.7, NA% short trips, and NA% medium trips."
Maharashtra,Nashik,Nashik,20,73.79,1486053,891,1667.85,Long Trips (Metro/BRT Focus),437.364,0.4909,29.61,7.28,2.03,4.644,1251257,55876,302560,83.5,89.8,49.1,16.5,94.5,81.18,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,486,053, density 1667.85, NA% short trips, and NA% medium trips."
Maharashtra,Thane,Vasai-Virar City,19.47,72.8,1222390,380,3216.82,Long Trips (Metro/BRT Focus),307.587,0.8094,25.3,7.21,2.12,4.308,993559,61608,300708,55.8,89.4,45.6,44.2,94.1,77.96,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors),"Based on population 1,222,390, density 3216.82, NA% short trips, and NA% medium trips."
Maharashtra,Thane,Mira-Bhayandar,19.3,72.85,809378,79.4,10193.68,Long Trips (Metro/BRT Focus),43.235,0.5445,20.19,8.38,1.63,5.553,538884,15702,289757,100,91.8,36.3,0,100,82.4,Bus System + IPT (dedicated lanes on major corridors),"Based on population 809,378, density 10193.68, NA% short trips, and NA% medium trips."
Maharashtra,Thane,Thane,19.22,72.98,1841488,400,4603.72,Long Trips (Metro/BRT Focus),205.062,0.5127,26.24,7.02,2.09,4.675,1420156,39776,507146,74.9,89.6,43.9,25.1,100,80.32,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors),"Based on population 1,841,488, density 4603.72, NA% short trips, and NA% medium trips."
Maharashtra,Thane,Navi Mumbai,19.02,73.02,1120547,0,0,Long Trips (Metro/BRT Focus),55.381,0,27.46,7.49,1.99,4.587,804777,25773,398915,72.6,90,43,27.4,89.4,59,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,120,547, density 0.0, NA% short trips, and NA% medium trips."
Maharashtra,Thane,Bhiwandi Nizampur,19.29,73.06,709665,0,0,Short Trips (IPT/Bus Focus),23.571,0,18.48,7.08,1.92,5.715,511243,15471,297492,100,90.4,37.1,0,100,62.27,Bus System + IPT (dedicated lanes on major corridors),"Based on population 709,665, density 0.0, NA% short trips, and NA% medium trips."
Maharashtra,Thane,Kalyan-Dombivli,19.23,73.13,1247327,137.15,9094.62,Long Trips (Metro/BRT Focus),138.63,1.0108,19.24,7.68,1.9,4.739,904063,134961,280399,55.9,90.5,40.6,44.1,100,78.22,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors),"Based on population 1,247,327, density 9094.62, NA% short trips, and NA% medium trips."
Maharashtra,Thane,Ulhasnagar,19.22,73.15,506098,13,38930.62,Short Trips (IPT/Bus Focus),21.662,1.6663,31.42,7.3,1.89,5.512,281087,8300,140290,38.2,90.6,40,61.8,100,76.41,Bus System + IPT (dedicated lanes on major corridors),"Based on population 506,098, density 38930.62, NA% short trips, and NA% medium trips."
Maharashtra,Thane,Badlapur,19.17,73.24,174226,35.68,4883.02,Short Trips (IPT/Bus Focus),15.292,0.4286,9.92,6.91,1.88,6.425,71084,3485,82618,87,90.6,20.9,13,100,79.38,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 174,226, density 4883.02, NA% short trips, and NA% medium trips."
Maharashtra,Thane,Ambarnath,19.2,73.18,253475,328,772.79,Short Trips (IPT/Bus Focus),122.535,0.3736,7.55,6.94,1.83,6.999,113912,5475,119387,100,90.8,20.7,0,100,80.69,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 253,475, density 772.79, NA% short trips, and NA% medium trips."
Maharashtra,Mumbai Suburban,Greater Mumbai,0,0,12478447,603,20693.94,Long Trips (Metro/BRT Focus),630.553,1.0457,67.96,8.3,2.11,3.49,7953762,3738543,2323487,94.5,89.4,76.5,5.5,100,85.51,Integrated Metro + Bus + IPT + Non-Motorised Transport,"Based on population 12,478,447, density 20693.94, NA% short trips, and NA% medium trips."
Maharashtra,Raigarh,Panvel,18.98,73.1,180020,613,293.67,Short Trips (IPT/Bus Focus),355.008,0.5791,9.54,6.03,2.19,6.228,74924,3888,79461,100,89,21,0,100,80.45,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 180,020, density 293.67, NA% short trips, and NA% medium trips."
Maharashtra,Raigarh,Navi Mumbai Panvel Raigarh,0,0,195373,0,0,Short Trips (IPT/Bus Focus),5.465,0,8.5,6.47,2.09,5.749,83424,3790,98155,100,89.6,20.5,0,100,60.49,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 195,373, density 0.0, NA% short trips, and NA% medium trips."
Maharashtra,Pune,Pimpri Chinchwad,18.62,73.8,1727692,181,9545.26,Long Trips (Metro/BRT Focus),145.456,0.8036,32.23,6.65,2.26,4.484,1173794,96060,422248,73.5,88.7,46,26.5,100,80.26,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors),"Based on population 1,727,692, density 9545.26, NA% short trips, and NA% medium trips."
Maharashtra,Pune,Pune,18.52,73.86,3124458,331.26,9432.04,Long Trips (Metro/BRT Focus),169.012,0.5102,27.67,7.67,2.05,4.159,2104010,414303,761118,100,89.8,45.3,0,100,83,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors),"Based on population 3,124,458, density 9432.04, NA% short trips, and NA% medium trips."
Maharashtra,Ahmadnagar,Ahmadnagar,19.08,74.73,350859,39.3,8927.71,Short Trips (IPT/Bus Focus),12.484,0.3177,10.49,6.91,1.84,6.994,140484,6736,185745,100,90.8,21,0,100,80.72,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 350,859, density 8927.71, NA% short trips, and NA% medium trips."
Maharashtra,Bid,Bid,18.99,75.76,146709,45,3260.2,Short Trips (IPT/Bus Focus),29.839,0.6631,9.46,7.13,1.87,6.02,52522,7394,77550,58.4,90.6,19.9,41.6,100,76.42,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 146,709, density 3260.2, NA% short trips, and NA% medium trips."
Maharashtra,Latur,Latur,18.41,76.58,382940,1009,379.52,Short Trips (IPT/Bus Focus),444.153,0.4402,11.59,7.02,1.87,6.409,141458,10416,166349,100,90.6,20.9,0,100,80.68,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 382,940, density 379.52, NA% short trips, and NA% medium trips."
Maharashtra,Latur,Udgir,18.39,77.11,103550,736,140.69,Short Trips (IPT/Bus Focus),334.324,0.4542,9.44,5.88,2.35,5.464,39308,2133,49248,62.1,88.2,19.6,37.9,100,76.4,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 103,550, density 140.69, NA% short trips, and NA% medium trips."
Maharashtra,Osmanabad,Osmanabad,18.19,76.04,111825,1347,83.02,Short Trips (IPT/Bus Focus),696.607,0.5172,11.6,5.94,2.14,7.032,36052,5323,58775,48.1,89.3,20.1,51.9,100,75.22,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 111,825, density 83.02, NA% short trips, and NA% medium trips."
Maharashtra,Solapur,Barshi,18.23,75.68,118722,1542,76.99,Short Trips (IPT/Bus Focus),514.043,0.3334,9.93,6.53,1.94,7.061,40176,2374,59408,58.8,90.3,18.6,41.2,100,76.28,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 118,722, density 76.99, NA% short trips, and NA% medium trips."
Maharashtra,Solapur,Solapur,17.66,75.91,951558,180.67,5266.83,Short Trips (IPT/Bus Focus),93.338,0.5166,21.38,7.86,1.72,5.819,636973,19983,291938,100,91.4,37.3,0,100,82.44,Bus System + IPT (dedicated lanes on major corridors),"Based on population 951,558, density 5266.83, NA% short trips, and NA% medium trips."
Maharashtra,Satara,Satara,17.69,74,120195,911,131.94,Short Trips (IPT/Bus Focus),630.517,0.6921,12,6.11,2,8.186,49376,2284,59256,64.4,90,22.3,35.6,100,77.17,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 120,195, density 131.94, NA% short trips, and NA% medium trips."
Maharashtra,Kolhapur,Ichalkaranji,16.71,74.46,287353,49.84,5765.51,Short Trips (IPT/Bus Focus),23.363,0.4688,9.72,6.27,2.04,6.831,129194,5345,124769,100,89.8,22.1,0,100,80.68,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 287,353, density 5765.51, NA% short trips, and NA% medium trips."
Maharashtra,Kolhapur,Kolhapur,16.69,74.24,549236,66.82,8219.63,Short Trips (IPT/Bus Focus),65.593,0.9816,20.92,7.37,1.82,5.897,387431,10326,203876,100,90.9,38.1,0,100,82.44,Bus System + IPT (dedicated lanes on major corridors),"Based on population 549,236, density 8219.63, NA% short trips, and NA% medium trips."
Maharashtra,Sangli,Sangli Miraj Kupwad,16.86,74.56,502793,0,0,Short Trips (IPT/Bus Focus),19.787,0,22.88,7.04,1.96,5.422,308313,10056,194581,61,90.2,36.4,39,100,58.27,Bus System + IPT (dedicated lanes on major corridors),"Based on population 502,793, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Adilabad,Adilabad,19.67,78.53,117167,35.5,3300.48,Short Trips (IPT/Bus Focus),10.126,0.2852,9.97,6.58,1.99,6.292,44313,2109,53827,45.1,90,19.9,54.9,100,75,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 117,167, density 3300.48, NA% short trips, and NA% medium trips."
Andhra Pradesh,Nizamabad,Nizamabad,0,0,311152,0,0,Short Trips (IPT/Bus Focus),3.728,0,10.55,6.75,2.03,5.591,112015,5912,167400,100,89.8,19.7,0,100,60.44,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 311,152, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Karimnagar,Ramagundam,18.75,79.47,237559,93.87,2530.72,Short Trips (IPT/Bus Focus),37.232,0.3966,9.26,6.36,2.09,5.969,93551,4561,118352,72.9,89.6,19.9,27.1,100,77.72,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 237,559, density 2530.72, NA% short trips, and NA% medium trips."
Andhra Pradesh,Karimnagar,Jagtial,18.8,78.93,103930,45,2309.56,Short Trips (IPT/Bus Focus),29.102,0.6467,11.65,6.71,1.91,6.876,37789,2141,58720,49.3,90.4,20.6,50.7,100,75.55,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 103,930, density 2309.56, NA% short trips, and NA% medium trips."
Andhra Pradesh,Karimnagar,Karimnagar,18.43,79.12,283657,40.5,7003.88,Short Trips (IPT/Bus Focus),23.913,0.5904,10.3,5.63,2.26,7.118,109662,5787,134113,100,88.7,20.4,0,100,80.35,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 283,657, density 7003.88, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,1730320,0,0,Long Trips (Metro/BRT Focus),68.993,0,32.05,7.95,1.86,4.658,1274900,101051,501101,73.6,90.7,47.9,26.4,83.9,59.14,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,730,320, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,250932,0,0,Short Trips (IPT/Bus Focus),5.894,0,11.69,7.05,1.77,7.426,86622,20677,123057,100,91.2,22,0,100,60.88,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 250,932, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,135370,0,0,Short Trips (IPT/Bus Focus),5.592,0,9.2,6.86,2,5.616,52605,12616,64517,64.4,90,22.2,35.6,100,57.16,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 135,370, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,Secunderabad,17.45,78.5,217910,64.5,3378.45,Short Trips (IPT/Bus Focus),23.911,0.3707,6.06,6.09,2.2,5.869,77184,4533,123337,74.7,89,16.5,25.3,100,77.47,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 217,910, density 3378.45, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,172542,0,0,Short Trips (IPT/Bus Focus),5.764,0,11.04,5.63,2.27,6.782,62115,3416,88652,63.2,88.6,20,36.8,100,56.61,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 172,542, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,341099,0,0,Short Trips (IPT/Bus Focus),4.657,0,10.46,5.06,2.45,7.804,135894,12007,167275,100,87.8,21.4,0,100,60.31,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 341,099, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,153558,0,0,Short Trips (IPT/Bus Focus),3.838,0,9.68,6.21,2.17,5.806,58843,3071,77424,63,89.2,19.9,37,100,56.67,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 153,558, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,108062,0,0,Short Trips (IPT/Bus Focus),4.852,0,11.95,5.42,2.4,6.591,44738,2032,56344,54.8,88,22.4,45.2,100,55.92,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 108,062, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,189378,0,0,Short Trips (IPT/Bus Focus),6.452,0,9.4,6.67,2.01,5.834,74729,17915,85220,62.3,90,22.6,37.7,100,56.99,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 189,378, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,271385,0,0,Short Trips (IPT/Bus Focus),4.924,0,10.49,5.8,2.14,7.667,128962,5211,126303,100,89.3,23.5,0,100,60.74,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 271,385, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,442229,0,0,Short Trips (IPT/Bus Focus),4.896,0,8.83,5.2,2.46,6.896,165747,10083,233055,100,87.7,19.1,0,100,60.06,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 442,229, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,213359,0,0,Short Trips (IPT/Bus Focus),6.494,0,10.21,7.25,1.79,6.496,79327,4310,122084,93.3,91,19.9,6.7,100,59.97,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 213,359, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,468158,0,0,Short Trips (IPT/Bus Focus),3.862,0,13.68,5.74,2.26,6.463,177432,20973,241476,100,88.7,23.2,0,100,60.62,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 468,158, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,330193,0,0,Short Trips (IPT/Bus Focus),3.39,0,8.2,7.01,1.83,6.765,113851,6736,164238,100,90.8,17.6,0,100,60.38,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 330,193, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,237594,0,0,Short Trips (IPT/Bus Focus),3.097,0,9.69,7.63,1.73,6.141,88242,4847,119272,100,91.4,19.5,0,100,60.66,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 237,594, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Hyderabad,GHMC,0,0,345722,0,0,Short Trips (IPT/Bus Focus),5.135,0,10.4,6.38,1.97,7.225,130475,7053,178946,100,90.2,20.2,0,100,60.55,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 345,722, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Rangareddy,GHMC,0,0,309320,0,0,Short Trips (IPT/Bus Focus),5.198,0,9.04,6.95,1.86,6.562,130286,27529,136658,100,90.7,23,0,100,60.9,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 309,320, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Rangareddy,GHMC,0,0,567996,0,0,Short Trips (IPT/Bus Focus),28.526,0,21.14,6.75,2.04,5.441,380557,11701,235378,55.4,89.8,37.1,44.6,100,57.72,Bus System + IPT (dedicated lanes on major corridors),"Based on population 567,996, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Rangareddy,GHMC,0,0,383654,0,0,Short Trips (IPT/Bus Focus),4.918,0,11.5,7.29,1.81,6.216,143333,8671,208401,100,91,20.9,0,100,60.74,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 383,654, density 0.0, NA% short trips, and NA% medium trips."
